253
Feature_ID,Active,AspectRatios_0,AspectRatios_1,AvgEulers_0,AvgEulers_1,AvgEulers_2,AvgQuats_0,AvgQuats_1,AvgQuats_2,AvgQuats_3,AxisEulerAngles_0,AxisEulerAngles_1,AxisEulerAngles_2,AxisLengths_0,AxisLengths_1,AxisLengths_2,Centroids_0,Centroids_1,Centroids_2,EquivalentDiameters,NumElements,NumNeighbors,Omega3s,Phases,Volumes,Volumes2
94,1,0.3371464,0.12254022,4.229672,0.48412022,1.8749334,0.091891631,0.22139004,0.086571723,0.96697867,4.9301744,0.6912241,0.12124933,2.2729032,0.76630121,0.27852207,-10.71044,28.874281,-1.2594792,1.4951268,1743,6,0.48468673,1,1.7499788,1.7580109
95,1,0.51773775,0.28520206,1.9000721,1.4543035,4.035881,0.32038119,-0.58244407,0.12905291,0.73583972,6.1300511,1.0700997,1.8950886,1.1144351,0.57698506,0.31783918,-26.336304,35.884083,-10.638449,1.0761762,650,1,0.27367285,1,0.65260255,0.66063458
96,1,0.73766941,0.49020472,2.6806242,1.2802273,3.1032152,0.58400297,-0.12526697,0.19817065,0.77715969,2.3849428,2.6948571,4.4828577,0.55230552,0.40741888,0.27074277,-31.634069,5.3038421,-0.107673,0.74426067,215,2,0.4330512,1,0.21586084,0.21586084
97,1,0.47768009,0.40324226,2.0137615,1.1353484,3.8730962,0.32158223,-0.43090206,0.16599117,0.826653,3.5065796,1.9911067,1.9344157,2.5363913,1.2115836,1.0227802,-13.262849,35.632729,-6.7005129,2.8613245,12217,7,0.74248642,1,12.265916,12.404469
98,1,0.4089734,0.27513641,1.9067833,1.4132706,4.8195462,0.074125059,-0.6450333,-0.16714147,0.74195778,4.0221901,0.82077795,2.2937555,2.3035309,0.94208282,0.63378525,-28.199066,15.618451,-8.9486408,2.1743405,5361,5,0.72177762,1,5.3824649,5.3975248
99,1,0.43539453,0.25566715,5.7463078,1.0511508,0.66507494,-0.41380301,0.28369138,-0.055409588,0.86325896,1.0243249,0.74340516,1.730153,0.94243824,0.41033247,0.24095051,-1.3282355,36.206547,-10.884782,0.82327181,291,2,0.26915717,1,0.29216513,0.30019718
100,1,0.54561925,0.2872102,1.0590103,1.5249643,5.3279357,-0.36904332,-0.58386564,-0.037499119,0.7221508,2.0648987,0.4573904,1.1062797,4.3406343,2.3683338,1.2466744,-3.0851388,14.76985,-16.94706,4.5633473,49558,11,0.69218266,1,49.756428,49.874897
101,1,0.66377378,0.30626512,4.9506412,1.3725278,1.2201864,-0.18388268,0.60638368,0.043438241,0.77239835,4.2661433,1.4557474,1.409778,0.86428708,0.57369113,0.26470101,-19.195744,23.751425,-0.86987841,0.98209739,494,4,0.62219119,1,0.49597794,0.49999395
102,1,0.42702943,0.23462199,0.45729142,0.58398044,6.0243883,-0.26960394,-0.10087816,-0.094890326,0.95296019,1.0533448,1.7138132,5.9262352,0.74156761,0.31667119,0.17398807,-22.234535,16.293545,-3.1909437,0.62447274,127,4,0.22953989,1,0.12750849,0.12750849
103,1,0.45144463,0.17680463,1.0685976,1.5574083,5.1863527,-0.32935795,-0.62034631,0.01004889,0.71175337,1.4342073,1.5257912,1.2773675,1.4743373,0.66558164,0.26066965,-0.37045664,20.903423,-3.773726,1.2056677,914,3,0.48394874,1,0.91765958,0.92669564
104,1,0.24149808,0.16191761,4.012207,1.3056453,2.1839805,0.37083247,0.4810985,0.034543511,0.793621,3.3795092,0.16550358,2.2629187,3.3103354,0.79943967,0.53600162,-17.310556,9.4096432,-18.860531,2.1655169,5296,6,0.58594495,1,5.317205,5.339293
105,1,0.69292575,0.29618517,2.9918153,1.2029531,3.7808931,0.52238762,-0.21750689,-0.1997972,0.79992682,1.668993,0.6394006,0.73331815,3.7616258,2.6065276,1.1141378,-31.475853,11.783465,-4.7798805,4.3318176,42391,6,0.69782019,1,42.56073,42.580811
106,1,0.47248343,0.3021692,4.1742296,0.3873288,2.0007339,0.089562587,0.17034636,0.053073585,0.97986931,1.2837036,1.4978902,0.092478208,0.58734775,0.27751207,0.1774784,-22.910013,21.894722,-4.6591825,0.57277966,98,4,0.35298052,1,0.098392382,0.098392382
107,1,0.45398208,0.30185133,5.724926,1.0538373,0.50450826,-0.43352962,0.25481889,0.023227362,0.8640486,4.1740723,0.73448485,0.51225871,0.92364573,0.41931865,0.27880371,-4.1300635,10.540615,-16.642269,0.91613686,401,6,0.55874676,1,0.40260556,0.40260556
108,1,0.47874156,0.28756282,3.054462,1.2274166,2.7077389,0.56727052,0.099340044,0.21055686,0.78993767,3.4630964,2.8826494,4.4067883,3.6033051,1.7250518,1.0361766,-3.3242943,31.984947,-18.393133,3.5983913,24299,6,0.61692351,1,24.396292,24.494684
109,1,0.44226635,0.20287538,2.9663329,1.1953778,3.6535821,0.529836,-0.18958606,-0.13852033,0.81494975,4.3524108,1.5779315,1.7170248,2.0373366,0.90104544,0.41332543,-18.012991,5.6285954,-9.4279881,1.7449826,2771,5,0.52704954,1,2.782095,2.7961509
110,1,0.74290454,0.16716117,4.0430603,0.36097908,2.1298056,0.10344861,0.146706,0.054236155,0.98225969,4.3457212,1.43739,3.2795873,8.1264753,6.0371957,1.3584311,-34.909424,21.540461,-6.6818886,7.76718,244373,7,0.52977103,1,245.35146,245.85646
111,1,0.56194258,0.19206367,0.91893429,0.7259931,5.2074304,-0.19264172,-0.2982766,0.073225707,0.93196476,1.4788098,1.5521379,3.990989,1.6638991,0.93501574,0.31957456,-36.947544,35.271744,-1.1892486,1.5039387,1774,3,0.47320849,1,1.7811029,1.793151
112,1,0.54532748,0.2216533,3.8431315,0.32568833,2.2859297,0.11541656,0.1138581,0.075967275,0.98384166,1.1892676,1.6383994,6.1518183,1.5994617,0.87223041,0.35452595,-21.994478,7.2666607,-18.113388,1.5381936,1898,5,0.66356045,1,1.9055995,1.9086114
113,1,0.35540396,0.30408844,2.0664637,1.155934,3.8767507,0.33739373,-0.42968997,0.14169082,0.82550329,3.3409638,2.0762973,1.4300985,3.761914,1.3369991,1.1439546,-1.13493,16.827246,-10.275788,3.4649115,21694,4,0.60560429,1,21.780861,21.800941
114,1,0.64433366,0.60288775,3.2023866,1.1664594,3.5791447,0.5409798,-0.10313212,-0.20583637,0.80891037,1.6264346,1.542545,3.4535964,0.54296285,0.34984922,0.32734567,-0.43645993,26.84638,-8.5277281,0.76007664,229,4,0.53594828,1,0.2299169,0.2299169
115,1,0.50469482,0.36120942,0.91197562,0.71443385,5.3743849,-0.21450023,-0.27614763,-0.0014873371,0.93687242,2.2076628,1.3045372,1.7238346,1.7474197,0.88191372,0.63118446,-23.207129,5.6426215,-11.875163,1.9138783,3656,4,0.59994721,1,3.6706383,3.6786704
116,1,0.76788431,0.21662232,0.82856739,0.50550926,5.6691718,-0.1877926,-0.16513614,-0.10366923,0.96266127,5.4599113,1.4077069,3.8179224,3.8601279,2.9641316,0.83618987,-5.2101765,11.948464,-12.391092,3.8252249,29190,10,0.21199568,1,29.306875,29.387196
117,1,0.58619261,0.32962459,0.81724608,0.51885462,5.6871171,-0.19509824,-0.16656172,-0.10667065,0.96063274,4.93262,1.1928819,5.6359715,0.83131355,0.48730984,0.27402139,-0.75713384,17.952581,-3.4375296,0.91765749,403,3,0.5371297,1,0.40461358,0.41063762
118,1,0.6204586,0.21143851,1.8693011,1.5248225,4.0150428,0.32986534,-0.60680312,0.14326166,0.70884055,3.1302309,1.6702415,6.1899943,0.94314015,0.58517939,0.19941615,-15.704732,5.135519,-9.7569885,0.89189315,370,1,0.3489964,1,0.37148145,0.37348947
119,1,0.67503315,0.21975513,1.8939967,1.3758177,3.9833899,0.31883574,-0.54906374,0.15568177,0.75672722,3.9523566,2.3420539,0.51963991,3.9045711,2.635715,0.85804951,-29.138126,17.975048,-15.709114,3.783715,28250,7,0.2719236,1,28.363111,28.507687
120,1,0.33971429,0.21461517,1.8872393,1.4841818,4.8629451,0.055991508,-0.67350709,-0.17054282,0.71705532,0.67954928,2.0715518,2.3320184,3.8208783,1.298007,0.82001847,-18.052336,7.4377041,-13.922635,3.1084685,15664,5,0.68131632,1,15.726717,15.776917
121,1,0.78278524,0.55707514,1.8667063,1.4600041,4.8577895,0.050137866,-0.66498375,-0.16309527,0.72710574,3.5012398,2.8588545,2.2703438,0.40117377,0.31403288,0.22348393,-17.330423,8.4668999,-10.946874,0.56687433,95,5,0.36460325,1,0.095380373,0.096384376
122,1,0.67440224,0.32836753,3.1811824,1.1787366,3.4322462,0.55146223,-0.069592007,-0.13664146,0.81998503,0.61450827,1.1032239,5.0986381,0.71550059,0.48253518,0.23494716,-2.6740437,5.2570915,-12.408162,0.82609123,294,1,0.49479583,1,0.29517716,0.29517716
123,1,0.73423254,0.40031496,4.3452301,0.6139127,1.9439166,0.10930453,0.28169554,-0.0028413935,0.95325339,1.4504073,1.9089069,2.7337608,1.1699599,0.85902262,0.46835247,-11.7075,26.977207,-9.3540974,1.4789401,1687,4,0.497659,1,1.6937546,1.7148387
124,1,0.61608261,0.32403237,2.0540442,1.1880337,3.7175522,0.37699908,-0.41367784,0.20967253,0.80173546,2.9133518,0.50927699,2.1262875,2.6665716,1.6428285,0.86405551,-2.7974048,29.697361,-6.1323156,3.0509872,14811,6,0.73252261,1,14.870302,14.898415
125,1,0.43028733,0.18890201,1.9239706,1.3639923,3.9813912,0.32520959,-0.53997421,0.14578451,0.76250464,0.98882073,1.1640657,3.9372549,2.9488389,1.2688481,0.55704159,-35.106197,25.994535,-9.3043156,2.4754608,7911,3,0.70478958,1,7.9426751,8.1404638
126,1,0.61159766,0.31793109,1.8055729,1.556155,4.0442424,0.30623063,-0.63158715,0.15313202,0.69560838,6.2369251,0.82710332,0.85030252,10.148917,6.2070541,3.2266562,-17.093761,30.947773,-14.663036,10.646857,629401,19,0.23902641,1,631.92108,639.49329
127,1,0.69434845,0.30235755,5.7447524,1.0734209,0.63263363,-0.42613611,0.28257334,-0.040462818,0.85844225,1.4567078,0.41191876,1.1531224,2.5870214,1.7962942,0.78220546,-2.6419692,20.889215,-15.526989,2.9840219,13857,6,0.66071212,1,13.912482,14.014891
128,1,0.52300757,0.39793891,2.0868001,1.1660944,4.6862111,0.14743309,-0.5304631,-0.2024128,0.80987746,1.9687753,0.62606096,3.2228816,3.5954323,1.8804382,1.4307624,-1.6587206,10.377851,-18.006304,4.0544758,34759,13,0.4767648,1,34.89817,34.940342
129,1,0.49777615,0.33531338,4.0375485,1.3687437,2.3192108,0.41286018,0.47875473,-0.028496651,0.77429211,1.995653,1.6187911,4.0060558,1.2722545,0.63329792,0.42660394,-25.888353,19.746387,-16.888062,1.3439717,1266,3,0.54263526,1,1.2710689,1.274081
130,1,0.73480064,0.41353956,1.9009145,1.4247131,3.9708469,0.33370847,-0.56201118,0.15459187,0.74086666,1.2089616,1.6427705,5.8952203,1.2663069,0.9304831,0.52366799,-20.495855,9.8523092,-10.350486,1.6770936,2460,4,0.80664414,1,2.4698496,2.4758737
131,1,0.38637388,0.15517485,3.7528281,0.30789724,2.3884661,0.11902338,0.096679725,0.070047669,0.98568749,1.2380016,1.8152695,6.1763124,1.2490215,0.48258927,0.19381672,-18.05629,8.7583284,-17.876316,0.94133025,435,2,0.57935333,1,0.43674171,0.4387497
132,1,0.75610334,0.4028475,0.81729811,0.51065326,5.6974883,-0.1929258,-0.16299364,-0.11179621,0.96110058,5.4232545,1.4539133,2.0556204,2.3436129,1.7720134,0.94411856,-4.8407512,27.029997,-7.6301141,3.1009758,15551,5,0.7887879,1,15.613265,15.662461
133,1,0.37183848,0.28258204,2.7495844,1.3511542,4.0013146,0.50681728,-0.36632785,-0.18083045,0.75910509,1.4032601,1.6721151,6.1676798,3.478174,1.2933189,0.98286957,-19.334156,26.171345,-0.79179746,3.1582062,16428,6,0.5690164,1,16.493776,16.544981
134,1,0.64400697,0.30996981,3.1906519,1.1906292,3.424505,0.55694026,-0.06541951,-0.13680147,0.8165924,4.2747984,1.6666834,2.0471773,1.9886274,1.2806898,0.61641443,-2.7367435,6.0648384,-6.4858685,2.2875822,6243,4,0.79499817,1,6.2679963,6.2810483
135,1,0.56796098,0.30047604,3.9912601,1.3214495,2.2686434,0.39978507,0.46560326,0.0091908425,0.78949422,0.97247922,2.8705976,3.4435225,1.5580264,0.88489819,0.46814963,-20.652336,34.74297,-5.3438463,1.6670344,2416,4,0.60832924,1,2.4256735,2.4477615
136,1,0.25995427,0.12242799,4.046802,1.3634917,2.3067429,0.4063229,0.48165354,-0.027310595,0.77599329,1.5708497,1.431657,4.9897294,2.9674506,0.77140146,0.36329901,-29.35634,22.630568,-9.0246506,1.8060066,3072,3,0.55572808,1,3.0843,3.097352
137,1,0.3396447,0.17952706,4.449985,1.0191835,1.8188822,0.12316614,0.47201622,0.0062493016,0.87292135,5.1887894,0.54516119,4.0526571,0.80191612,0.27236655,0.14396565,-28.779352,34.506512,-1.8612349,0.54409158,84,2,0.14370671,1,0.084336326,0.089356348
138,1,0.70603019,0.46597046,0.92998528,0.73397362,5.3462586,-0.21351023,-0.2883645,0.0032396684,0.93340713,5.1076431,1.6352688,2.2272696,1.5463444,1.0917659,0.72055084,-21.04529,10.162457,-15.568488,2.088969,4754,5,0.7295354,1,4.7730346,4.7840786
139,1,0.51151133,0.24279797,4.0257187,1.3040164,2.3902342,0.4149614,0.44271174,-0.052727669,0.79311609,2.4477575,1.9164499,2.2194967,3.4599438,1.7698004,0.84006739,-15.167418,15.720305,-17.339128,3.337745,19392,7,0.60634112,1,19.469645,19.495749
140,1,0.5520072,0.4644793,2.9663174,1.209565,3.7074089,0.52999336,-0.20589776,-0.15961573,0.80699199,1.5853902,0.51526195,2.7793694,15.487789,8.5493708,7.1937571,-27.198366,24.532011,-11.987025,18.501316,3302715,55,0.39967304,1,3315.9387,3321.3071
141,1,0.31814989,0.14262843,2.2088747,0.21325946,3.8602226,0.07216461,-0.07822495,0.10623295,0.98862922,5.0616274,0.045286525,5.6244378,2.0173571,0.64182198,0.28773248,-36.531666,30.236382,-0.10025173,1.3831586,1380,4,0.5577147,1,1.3855255,1.3885374
142,1,0.6821869,0.33426496,3.1726825,1.1969802,3.4472468,0.55809504,-0.077101469,-0.1384505,0.81450403,4.3960104,1.580228,2.656472,0.87601674,0.59760714,0.29282171,-5.9388413,6.5251217,-7.1317248,1.0384443,584,3,0.6737746,1,0.58633828,0.59336632
143,1,0.62249017,0.22535925,5.9619899,0.72059113,6.1377177,-0.35119084,0.030936677,0.21637401,0.91043407,2.658191,2.9642346,3.1921694,4.1546178,2.5862086,0.9362815,-14.078659,17.062185,-0.61607862,4.1585507,37505,10,0.5729354,1,37.655167,37.697334
144,1,0.38658625,0.22654761,3.9403965,0.34552097,2.1922715,0.11031254,0.13183922,0.074068308,0.98232555,4.266561,1.448969,0.095078185,2.9530799,1.14162,0.66901314,-28.670725,18.969765,-17.811039,2.5790231,8946,4,0.79063237,1,8.9818192,9.0139475
145,1,0.52784628,0.38719514,4.0027909,1.2578902,2.2931023,0.38611728,0.44384789,-0.0051379972,0.80863219,1.6641569,1.3963704,6.0817261,0.59693432,0.31508955,0.23113006,-10.477033,21.400879,-16.967688,0.65566903,147,3,0.34973216,1,0.14758858,0.14758858
146,1,0.50692588,0.27897769,3.744045,0.30786094,2.3991747,0.11994591,0.095504001,0.069098875,0.98575723,4.1782784,1.8023341,0.079269178,1.9189972,0.97278935,0.53535736,-17.686491,7.6988945,-11.949644,1.9617066,3937,6,0.75916135,1,3.9527633,3.9617994
147,1,0.4148992,0.2355715,3.1972942,1.1833889,3.4061811,0.55472887,-0.058149353,-0.13235249,0.81937629,4.4155703,1.4788541,0.96318376,2.6439986,1.096993,0.62285072,-5.3244224,8.0259895,-11.957457,2.3937292,7153,6,0.78836387,1,7.1816401,7.215776
148,1,0.77194607,0.63460439,5.7358756,1.0512835,0.647376,-0.41487858,0.28221825,-0.043260783,0.86391973,3.7292237,2.275001,0.36165151,6.8529081,5.2900758,4.3488855,-5.1517544,31.793438,-4.7744555,9.7328711,480824,34,0.2113066,1,482.74918,483.9339
149,1,0.68771601,0.41671535,2.4463842,0.13641742,3.6931071,0.055337138,-0.039787181,0.071618214,0.99510086,1.0572968,1.8784758,2.8294992,4.7755175,3.2842,1.9900315,-27.654682,8.1750689,-4.4016161,5.9585176,110326,9,0.43926707,1,110.76774,110.90327
150,1,0.55505311,0.26365319,1.0520029,1.5244119,5.3629107,-0.38110691,-0.57582432,-0.047606129,0.72174621,4.9935493,2.7207806,5.2475948,2.0065422,1.1137375,0.52903128,-5.1896434,30.185602,-10.383878,2.0788131,4685,7,0.78719908,1,4.7037582,4.7208266
151,1,0.39449033,0.23251869,3.257607,1.239622,3.3495207,0.58026803,-0.026686076,-0.13126701,0.80333424,4.6722021,1.2186173,0.13213769,0.83551592,0.32960296,0.19427307,-0.33720025,5.7007565,-19.056217,0.71421689,190,2,0.48331523,1,0.19076075,0.19377276
152,1,0.70872474,0.29384628,1.8771745,1.4196695,4.8187947,0.065053396,-0.64845347,-0.15543292,0.74237233,0.64885134,3.0304372,3.4369819,0.57765621,0.40939924,0.16974212,-30.919985,23.341703,-19.200377,0.63415605,133,3,0.31583667,1,0.13353252,0.13353252
153,1,0.69097692,0.47871801,5.9148602,0.7281329,6.179914,-0.35295469,0.047051813,0.21830694,0.90859848,4.5270448,1.6898993,2.8529968,0.42439094,0.29324433,0.20316359,-8.701458,6.3148766,-0.13295329,0.55259436,88,3,0.40405431,1,0.088352345,0.088352345
154,1,0.50257021,0.43052915,5.7527232,0.95542091,0.48398858,-0.40186304,0.2233239,0.020633452,0.88781011,1.2179189,0.42133412,3.0815089,2.1490219,1.0800344,0.92521656,-21.670546,27.351803,-2.5467074,2.550652,8654,4,0.85797322,1,8.6886501,8.7237902
155,1,0.40266755,0.29721501,4.4478707,0.54525727,1.6379311,0.044446737,0.26557022,0.094892509,0.9583801,2.3224404,1.5313494,5.1706433,2.7355947,1.1015352,0.81305987,-1.0601251,27.650089,-3.0259328,2.5163977,8310,8,0.3641862,1,8.3432722,8.3854408
156,1,0.93211555,0.38807547,1.0393146,0.82566977,5.1894503,-0.19385144,-0.35126802,0.024921002,0.91564804,1.8954384,1.3324281,5.9251575,4.4916639,4.1867499,1.7431047,-9.2371225,22.101734,-14.786,6.2043271,124551,11,0.62903357,1,125.04969,125.15009
157,1,0.57623643,0.38049674,0.90741485,0.70627469,5.2181587,-0.19085202,-0.28841472,0.073866524,0.93538022,0.7081452,0.49724236,2.8753643,2.6481028,1.5259331,1.0075945,-21.35784,6.7003136,-9.3840475,3.1253114,15920,6,0.72806066,1,15.983743,16.005831
158,1,0.55331981,0.16038893,5.7686048,1.0578799,0.45132855,-0.44690359,0.23434366,0.027299462,0.86291081,4.563026,1.1373916,0.023055697,11.923586,6.5975566,1.9124112,-3.873472,20.894655,-10.297508,10.32812,574549,37,0.64878637,1,576.84943,577.93677
159,1,0.86645895,0.6244427,5.7287574,1.0622363,0.52040511,-0.43509886,0.25928557,0.01466726,0.86211652,4.5210872,1.086133,2.5084965,1.7022408,1.4749218,1.0629518,-10.927338,26.179148,-10.146915,2.7227015,10526,6,0.77215952,1,10.568145,10.615334
160,1,0.87247264,0.56677598,4.0006657,1.3124197,2.1729426,0.37259459,0.48313305,0.043387812,0.79112148,3.4410105,0.99441856,6.0396757,0.74679047,0.65155423,0.42326289,-18.568432,5.3601813,-13.610413,1.1396847,772,3,0.58929628,1,0.77509105,0.77609503
161,1,0.35074109,0.17698674,5.0453391,1.5915016,1.4317008,-0.16705102,0.69458324,-0.067718633,0.69646412,3.9672344,0.92420638,0.55512863,4.1459222,1.4541452,0.73377323,-13.166311,7.3951755,-14.504129,3.1119704,15717,2,0.45429224,1,15.779929,15.825109
162,1,0.53238577,0.23556909,4.010983,1.2995192,2.2074628,0.37523618,0.47457007,0.025769282,0.79581219,0.14373375,2.9357667,3.1189659,1.0232223,0.54474896,0.24103953,-14.537422,5.3706751,-19.136726,0.95343637,452,2,0.34092191,1,0.45380977,0.45380977
163,1,0.34061506,0.16488041,4.0182891,1.310915,2.3838325,0.41706249,0.44449517,-0.047116555,0.79136777,5.4849391,1.4460746,5.4169073,8.7469988,2.9793596,1.4422088,-20.112459,30.330709,-11.647434,6.3227186,131818,6,0.42610863,1,132.34579,132.74036
164,1,0.47748658,0.34302267,5.7230177,1.0787013,0.45779601,-0.44847819,0.2502611,0.043900479,0.85691863,1.463851,1.9115165,1.4073724,2.1737678,1.037945,0.74565166,-5.6198621,35.81179,-6.5194035,2.2701049,6101,6,0.55798882,1,6.1254277,6.2710085
165,1,0.58625364,0.34853017,4.909708,1.3482206,1.3999043,-0.11427101,0.61365372,-0.010322811,0.78119439,4.9164095,0.56836933,0.12277856,2.580327,1.5127261,0.89932185,-11.387156,28.37595,-0.73169792,2.9735048,13711,7,0.7479369,1,13.765898,13.874331
166,1,0.59707636,0.24832568,4.3615336,0.54816949,1.6858252,0.062480815,0.26335567,0.11324895,0.95598882,2.331589,1.422454,1.7784604,1.8559322,1.1081332,0.4608756,-0.80089885,27.289415,-10.255473,1.8723249,3423,3,0.49379468,1,3.4367054,3.4477494
167,1,0.59390861,0.38149017,1.0129514,0.8063466,5.241302,-0.20285162,-0.3358292,0.013305617,0.9197244,4.6434484,0.78395599,3.7541056,1.5278209,0.907386,0.58284873,-4.6675568,10.227613,-17.383192,1.80483,3066,9,0.62635911,1,3.0782759,3.0822921
168,1,0.54600418,0.22679488,5.7301245,0.96056795,0.23936218,-0.42623734,0.17830989,0.1385344,0.87597692,1.4814024,1.4527509,3.2626426,1.6296796,0.88981187,0.36960298,-36.906403,23.034651,-16.981571,1.5451854,1924,3,0.47776756,1,1.9317036,1.9367236
169,1,0.32982749,0.22592415,1.929762,1.4337764,4.8612366,0.068901338,-0.65341932,-0.18935844,0.72968429,1.0522084,2.0664177,3.7687199,2.0499446,0.67612803,0.46313199,-31.669579,34.362175,-8.6805735,1.6736779,2445,2,0.69339317,1,2.4547896,2.4989657
170,1,0.62035966,0.37618884,2.0362678,1.1844603,3.8850408,0.33622518,-0.44559413,0.14930637,0.81615329,4.3069673,2.0478754,2.0112433,2.3230317,1.4411151,0.87389857,-13.586336,34.644848,-10.748866,2.7784581,11186,5,0.70727515,1,11.230788,11.434601
171,1,0.44385052,0.36494386,3.1924417,1.1891263,3.3883345,0.55746216,-0.054776706,-0.12280697,0.81923985,5.1520805,1.48137,1.7165163,2.9716809,1.3189821,1.0844967,-11.117921,34.35025,-6.2090507,3.1823089,16807,5,0.78907681,1,16.874294,16.981722
172,1,0.61424559,0.37984332,4.9119225,1.3577256,1.2286748,-0.16798361,0.605021,0.055440247,0.77631015,0.72223699,2.7270501,3.3189867,4.4521132,2.7346909,1.6911054,-18.367184,18.791477,-1.5329263,5.1348066,70605,13,0.38582599,1,70.887695,71.287292
173,1,0.68278676,0.34699982,5.7529283,1.0614837,0.46991995,-0.44418731,0.24271174,0.026014488,0.86203933,5.1440525,1.352899,2.0075579,1.8650597,1.2734382,0.64717543,-0.83820254,21.72978,-12.753543,2.2125993,5649,4,0.54131991,1,5.671618,5.6947103
174,1,0.21449973,0.17026293,3.7710457,1.1364077,2.4959264,0.43240595,0.32030794,0.0068327002,0.84284115,4.947268,0.0051211426,2.899142,3.9121625,0.83915782,0.66609627,-5.7643476,8.9040165,-0.34579495,2.5133657,8280,5,0.62396252,1,8.3131523,8.3352404
175,1,0.65072119,0.17355525,2.7404459,1.2105585,3.0392973,0.56265134,-0.084705956,0.20482202,0.79642725,0.056168262,0.070867784,4.9187341,14.934692,9.7183208,2.5919943,-28.106138,16.216022,-1.9041618,13.389548,1251875,45,0.3242642,1,1256.8875,1258.028
176,1,0.41212615,0.24152401,1.0547436,1.5338209,5.3378038,-0.37488675,-0.58393186,-0.039353944,0.7189818,3.1509604,0.38749334,4.4009533,2.18187,0.89920574,0.52697402,-1.0846962,11.305498,-16.714287,1.9698116,3986,5,0.67974311,1,4.0019598,4.0089874
177,1,0.34895122,0.22873381,4.3741307,0.56352806,1.8968493,0.090667181,0.26285279,0.0058619683,0.96054858,1.0448442,1.7673408,5.8719521,5.4595561,1.9051188,1.248785,-3.4927442,8.8951216,-14.972229,4.4028254,44510,21,0.38467255,1,44.688213,44.944237
178,1,0.84816706,0.30516297,3.8163965,0.31962699,2.3226316,0.11677423,0.10810843,0.071098395,0.98469353,3.0418911,3.0400181,0.3186551,0.48708934,0.41313314,0.14864163,-21.479607,10.294016,-19.214285,0.5708248,97,3,0.29865476,1,0.097388379,0.098392382
179,1,0.39289591,0.37720731,1.0564058,1.5474229,5.1606011,-0.32349533,-0.619407,0.023665044,0.71493047,5.330441,1.0269952,4.0945163,7.3171697,2.874886,2.7600901,-2.4798129,11.233529,-12.108166,7.1511669,190719,21,0.30385697,1,191.48262,191.6503
180,1,0.28976223,0.074134529,4.8041182,1.5309649,1.3058321,-0.12291966,0.6818946,0.062377308,0.71834499,0.81355792,0.032296326,4.0359178,14.649861,4.2449765,1.0860605,-3.018889,19.083162,-0.73574543,7.0010676,178960,25,0.10694298,1,179.67654,180.9175
181,1,0.46492031,0.40119949,4.9609704,1.3367355,1.1625433,-0.19988315,0.58658499,0.062591352,0.78233439,6.2253113,1.330519,4.3597331,1.9610249,0.91172034,0.78676224,-14.144965,5.6839805,-3.4010987,2.1864405,5451,6,0.69448793,1,5.4728255,5.4778452
182,1,0.6212284,0.34033969,3.8257003,0.29715008,2.3141091,0.10772458,0.10152835,0.070837401,0.98644286,4.3248339,1.6314234,3.6671004,1.5264336,0.94826382,0.51950592,-20.173134,12.808538,-18.389877,1.7813725,2948,6,0.74011362,1,2.9598036,2.9658275
183,1,0.4867819,0.23307151,3.1994994,1.1810312,2.5476005,0.52747285,0.17828867,0.21999402,0.80099201,2.2664623,0.63153005,3.4903977,3.6240644,1.7641289,0.84466618,-1.9496359,22.19198,-14.626295,3.3678796,19922,6,0.54504913,1,20.001766,20.034899
184,1,0.50192171,0.23678447,4.3528314,0.55500281,1.7214007,0.069124982,0.26508918,0.10029688,0.95649892,2.6710303,1.3716209,0.61785424,5.0164762,2.5178785,1.1878237,-3.1734097,33.079918,-2.3633025,4.7703018,56611,8,0.61383903,1,56.837666,57.00132
185,1,0.4754847,0.17878842,3.2029302,1.2129889,3.4119267,0.5668813,-0.05945465,-0.13563554,0.81037873,1.3869272,1.8091934,5.3460016,3.4548211,1.6427146,0.61768204,-6.4197593,11.702661,-8.9619675,2.9496756,13384,4,0.66023338,1,13.437589,13.513893
186,1,0.83173561,0.35115558,0.89810127,0.71109027,5.4040432,-0.21947186,-0.2701976,-0.0088864891,0.93741477,5.1672549,1.4750262,3.9998257,1.5516127,1.2905315,0.54485744,-27.881422,14.313777,-14.906622,2.0093701,4231,6,0.69715047,1,4.2479405,4.2519565
187,1,0.80608183,0.59644306,4.371882,0.56995362,1.6908655,0.064171359,0.27371344,0.10555951,0.95384502,5.1904974,1.5911293,1.2541739,6.6774316,5.382556,3.9827075,-9.50875,30.730076,-7.9310489,9.658927,469948,25,0.30627146,1,471.82962,473.24527
188,1,0.24762508,0.15343471,1.0804658,1.5508265,5.1685896,-0.31906182,-0.62306923,0.012186039,0.71402782,1.4888556,1.527581,1.2591258,1.3304383,0.32944989,0.20413542,-0.32857656,8.6822653,-10.446427,0.83626807,305,1,0.38236603,1,0.30622119,0.30923322
189,1,0.34489024,0.27294955,4.0049586,1.2516814,2.2968326,0.38481289,0.44165134,-0.0075396248,0.81043589,3.9986169,0.66090858,2.5969906,1.797838,0.62005675,0.49071905,-9.4427748,9.0367603,-15.015926,1.5823008,2066,2,0.62122548,1,2.0742722,2.0833082
